"231","YOYO PEREIRA  ALCIDES ARÉVALO","GLORIA PATIÑO ","3","3108971659","yoyoalcidesarevalo@yoyo.com.co"
"232","STOP PEREIRA  ALCIDES ARÉVALO","GLORIA PATIÑO ","3","3157638006","stopalcidesarevalo@stop.com.co"
"233","YOYO OUTLET PEREIRA  CUBA","GLORIA PATIÑO ","3","3116172070","yoyooutcuba@yoyo.com.co"
"234","YOYO MANIZALES  PARQUE CALDAS","MAYRA ALEJANDRA GALLEGO","12","3113816699","yoyoparquecaldas@yoyo.com.co"
"235","YOYO MANIZALES   FUNDADORES","MAYRA ALEJANDRA GALLEGO","12","3206488339","yoyofundadores@yoyo.com.co"
"237","YOYO PEREIRA  VICTORIA PLAZA","GLORIA PATIÑO ","3","3113402034","yoyovictoriaplaza@yoyo.com.co"
"239","YOYO SANTA ROSA ","MAYRA ALEJANDRA GALLEGO","12","3113400804","yoyosantarosa@yoyo.com.co"
"240","STOP CHINCHINÁ ","MAYRA ALEJANDRA GALLEGO","12","3113417434","stopchinchina@stop.com.co"
"241","YOYO CHINCHINÁ ","MAYRA ALEJANDRA GALLEGO","12","3206445380","yoyochinchina@yoyo.com.co"
"242","YOYO CARTAGENA  CARIBE PLAZA","GLORIA GÓMEZ ","6","3206483231","yoyocaribeplaza@yoyo.com.co"
"244","YOYO BARRANQUILLA  AMERICANO","GLORIA GÓMEZ ","6","3104395159","yoyoamericano@yoyo.com.co"
"245","YOYO SEVILLA ","MAGDALENA GARCIA","5","3108967436","yoyosevilla@yoyo.com.co"
"246","YOYO PALMIRA  CRA.  28","ALEXANDRA GIRALDO ","4","3206474398","yoyopalmiracra28@yoyo.com.co"
"247","STOP OUTLET PALMIRA  PASARELA","ALEXANDRA GIRALDO ","4","3206471909","stopoutpasarela@stop.com.co"
"249","YOYO TULUA  CALLE  27","MAGDALENA GARCIA","13","3113404254","yoyocalle27@yoyo.com.co"
"250","YOYO BUGA  CALLE 7","MAGDALENA GARCIA","13","3206489564","yoyocalle7@yoyo.com.co"
"251","STOP  TULÚA  LA HERRADURA","MAGDALENA GARCIA","13","3116137774","stoplaherradura@stop.com.co"
"252","YOYO TULUA  LA HERRADURA","MAGDALENA GARCIA","13","3152849965","yoyolaherradura@yoyo.com.co"
"253","YOYO  CALI   PALMETTO PLAZA","ALEXANDRA GIRALDO ","4","3216406349","yoyopalmeto@yoyo.com.co"
"254","STOP  CALI  PALMETTO","ALEXANDRA GIRALDO ","4","3147006446","stoppalmeto@stop.com.co"
"255","STOP PALMIRA  LLANOGRANDE","ALEXANDRA GIRALDO ","4","3176551228","stopllanogrande@stop.com.co"
"256","YOYO PALMIRA  LLANOGRANDE","ALEXANDRA GIRALDO ","4","3147006487","yoyollanogrande@yoyo.com.co"
"257","YOYO  CALI   COSMOCENTRO","ALEXANDRA GIRALDO ","4","3176391459","yoyocosmocentro@yoyo.com.co"
"258","STOP BUGA  BUGA PLAZA","MAGDALENA GARCIA","13","3168313937","stopbugaplaza@stop.com.co"
"259","YOYO BUGA  BUGA PLAZA","MAGDALENA GARCIA","13","3104394087","yoyobugaplaza@yoyo.com.co"
"261","YOYO ARMENIA   CRA. 14","MAGDALENA GARCIA","5","3207884317","yoyocarrera14@yoyo.com.co"
"262","STOP ARMENIA  PORTAL DEL QUINDIO","MAGDALENA GARCIA","5","3116174592","stopportaldelquindio@stop.com.co"
"263","YOYO ARMENIA  PORTAL DEL QUINDIO","MAGDALENA GARCIA","5","3158344299","yoyoportaldelquindio@yoyo.com.co"
"264","STOP IBAGUÉ  MULTICENTRO","HELLEN LOZANO","8","3206475661","stopmulticentro@stop.com.co"
"265","YOYO IBAGUÉ   MULTICENTRO","HELLEN LOZANO","8","3104397263","yoyomulticentro@yoyo.com.co"
"266","YOYO IBAGUÉ   COMBEIMA","HELLEN LOZANO","8","3174311016","yoyocombeima@yoyo.com.co"
"268","STOP NEIVA  SAN PEDRO PLAZA","SANDRA OTALVARO","16","3174413698","stopsanpedroplaza@stop.com.co"
"269","YOYO NEIVA SAN PEDRO PLAZA","SANDRA OTALVARO","16","3165251689","yoyosanpedroplaza@yoyo.com.co"
"270","STOP NEIVA  CRA. 5a.","SANDRA OTALVARO","16","3113392360","stopneivacra5@stop.com.co"
"271","YOYO BUCARAMANGA  MEGA MALL","ALEIDACASTAÑO ","7","3113609808","yoyomegamall@yoyo.com.co"
"273","YOYO CARTAGO CRA 4TA","GLORIA PATIÑO ","13","3206521812","yoyocartago@yoyo.com.co"
"274","YOYO CÚCUTA  VENTURA PLAZA","SANDRA TARAZONA ","15","3128613496","yoyoventuraplaza@yoyo.com.co"
"278","YOYO CARTAGENA  LA CASTELLANA","GLORIA GÓMEZ ","6","3113497599","yoyocastellana@yoyo.com.co"
"279","YOYO SANTA MARTA  PLAZUELA 23","JANETH PALMERA","14","3156695678","yoyoplazuela23@yoyo.com.co"
"281","YOYO CARTAGENA  LA PLAZUELA","GLORIA GÓMEZ ","6","3218125642","yoyolaplazuela@yoyo.com.co"
"282","STOP OUTLET STA MARTA  CRA 5a.","JANETH PALMERA","14","3206475684","stopoutcr5@stop.com.co"
"283","YOYO SANTA MARTA  BUENA VISTA","JANETH PALMERA","14","3108971664","yoyobuenavista@yoyo.com.co"
"285","STOP SANTA MARTA  BUENAVISTA","JANETH PALMERA","14","3174358256","stopbuenavista@stop.com.co"
"286","STOP SANTA MARTA  OCEAN MALL","JANETH PALMERA","14","3113419855","stopoceanmall@stop.com.co"
"287","STOP BARRANQUILLA  PANORAMA","GLORIA GÓMEZ ","6","3206521841","stoppanorama@stop.com.co"
"288","YOYO SANTA MARTA  OCEAN MALL","JANETH PALMERA","14","3176479747","yoyooceanmall@yoyo.com.co"
"289","STOP BARRANQUILLA PORTAL DEL PRADO","GLORIA GÓMEZ ","6","3113412329","stopportaldelprado@stop.com.co"
"290","YOYO BARRANQUILLA PORTAL DEL PRADO","GLORIA GÓMEZ ","6","3104396228","yoyoportaldelprado@yoyo.com.co"
"291","STOP FLORIDABLANCA  CAÑAVERAL","ALEIDACASTAÑO ","7","3206958698","stopcanaveral@stop.com.co"
"292","YOYO FLORIDABLANCA CAÑAVERAL ( antes yoyo bucaramanga 5ta etapa )","ALEIDACASTAÑO ","7","3113609025","yoyocanaveral@yoyo.com.co"
"293","STOP BUCARAMANGA  ACROPOLIS","ALEIDACASTAÑO ","7","3128613482","stopacropolis@stop.com.co"
"294","STOP CÚCUTA  CALLE 10","SANDRA TARAZONA ","15","3116137796","stopcalle10@stop.com.co"
"295","STOP BUCARAMANGA   4TA. ETAPA","ALEIDACASTAÑO ","7","3113410285","stopcuartaetapa@stop.com.co"
"296","YOYO FLORIDA BLANCA  LA FLORIDA ","ALEIDACASTAÑO ","7","3104395146","yoyofloridablancaflorida@yoyo.com.co"
"297","YOYO CÚCUTA  UNICENTRO","SANDRA TARAZONA ","15","3164828009","yoyocucunicentro@yoyo.com.co"
"298","STOP CÚCUTA  VENTURA PLAZA","SANDRA TARAZONA ","15","3113412243","stopventuraplaza@stop.com.co"
"302","STOP ITAGÜÍ  CNCM ","YENY BUSTAMANTE ","1","3147006489","stopcncm@stop.com.co"
"304","STOP MEDELLÍN  LA 65 ","YENY BUSTAMANTE ","11","3108967428","alm4@stop.com.co"
"306","STOP LA CEJA","ESTELLA OSPINA ","10","3164715692","stoplaceja@stop.com.co"
"308","STOP OUTLET CALDAS PARQUE","YENY BUSTAMANTE ","1","3176393774","stopoutcalparque@stop.com.co"
"311","STOP OUTLET MEDELLÍN  LA 65","YENY BUSTAMANTE ","11","3216468512","alm11@stop.com.co"
"312","STOP MEDELLÍN LA AMÉRICA","LUZ ESTELLA OSPINA ","10","3174015777","stoplaamerica@stop.com.co"
"314","STOP MEDELLÍN SAN DIEGO","LUZ ESTELLA TIRADO ","2","3104397260","stopsandiego@stop.com.co"
"318","STOP SABANETA CRA 45","YENY BUSTAMANTE ","1","3176493400","stopcarrera45@stop.com.co"
"322","STOP MEDELLÍN PALACÉ","LUZ ESTELLA TIRADO ","2","3206478187","stoppalace@stop.com.co"
"323","STOP MEDELLIN ASTORIA","LUZ ESTELLA TIRADO ","2","3206474435","stopastoria@stop.com.co"
"324","STOP MEDELLÍN JUNÍN MARACAIBO","LUZ ESTELLA TIRADO ","2","3176493521","stopjuninmaracaibo@stop.com.co"
"325","STOP COPACABANA","LUZ ESTELLA OSPINA ","10","3176492754","stopcopacabana@stop.com.co"
"326","STOP OUTLET MEDELLIN VERACRUZ ","LUZ ESTELLA TIRADO ","2","3206471932","stopoutveracruz@stop.com.co"
"327","STOP BELLO BELLO CENTRO","LUZ ESTELLA OSPINA ","10","3206480712","stopbellocentro@stop.com.co"
"328","STOP MEDELLIN CAMINO REAL","LUZ ESTELLA TIRADO ","2","3176493810","stopcaminoreal@stop.com.co"
"329","STOP RIONEGRO SAN FRANCISCO  ( antes GANADERO)","ESTELLA OSPINA ","10","3206480703","stopganadero@stop.com.co"
"331","STOP MEDELLÍN  EL PASO","LUZ ESTELLA TIRADO ","2","3113400698","stopelpaso@stop.com.co"
"336","STOP ENVIGADO ","YENY BUSTAMANTE ","1","3176493047","stopenvigado@stop.com.co"
"337","STOP SANTA ROSA ","MAYRA ALEJANDRA GALLEGO","12","3206488321-3113815480","stopsantarosa@stop.com.co"
"339","YOYO MANIZALES  CRA. 23","MAYRA ALEJANDRA GALLEGO","12","3206484498 -3113608352","yoyocarrera23@yoyo.com.co"
"341","STOP PEREIRA  CRA. 8a.","GLORIA PATIÑO ","3","3207884318","stoppereiracra8@stop.com.co"
"342","STOP OUTLET  PEREIRA  CRA. 8a. ","GLORIA PATIÑO ","3","3116173330","stopoutcr8@stop.com.co"
"343","STOP PEREIRA  BOLIVAR PLAZA","GLORIA PATIÑO ","3","3206480761","stopbolivarplaza@stop.com.co"
"345","STOP ANSERMA","MAYRA ALEJANDRA GALLEGO","12","3116175895","stopanserma@stop.com.co"
"346","STOP  CARTAGO  CRA. 4TA","GLORIA PATIÑO ","13","3207971743","stopcartagocra4@stop.com.co"
"347","STOP ARMENIA  CRA. 16","MAGDALENA GARCIA","5","3113406885","stoparmeniacra16@stop.com.co"
"348","STOP  CALARCA ","MAGDALENA GARCIA","5","3116137809","stopcalarca@stop.com.co"
"349","STOP CARTAGO  VILLA ROBLEDO","GLORIA PATIÑO ","13","3108969512","stopvillarobledo@stop.com.co"
"350","STOP ARMENIA  CRA. 14","MAGDALENA GARCIA","5","3117326780","stoparmeniacra14@stop.com.co"
"351","STOP QUIMBAYA ","GLORIA PATIÑO ","3","3116175864","stopquimbaya@stop.com.co"
"352","STOP MANIZALES  CRA. 22","MAYRA ALEJANDRA GALLEGO","12","3116195622","stopmanizalescra22@stop.com.co"
"353","STOP MANIZALES  CRA. 23","MAYRA ALEJANDRA GALLEGO","12","3113419822 -3206474406","stopmanizalescra23@stop.com.co"
"354","STOP MANIZALES  PARQUE CALDAS","MAYRA ALEJANDRA GALLEGO","12","3116195612-3104485548","stopparquecaldas@stop.com.co"
"355","STOP PEREIRA  CUBA","GLORIA PATIÑO ","3","3206488296","stoppereiracuba@stop.com.co"
"356","STOP PEREIRA CALLE 17.","GLORIA PATIÑO ","3","323499-3102390473","stoppereiracll17@stop.com.co"
"357","STOP DOSQUEBRADAS PLAZA DEL SOL","GLORIA PATIÑO ","3","3116170772","stopplazadelsol@stop.com.co"
"358","YOYO OUTLET PEREIRA  CRA. 8a.","GLORIA PATIÑO ","3","3116170812","yoyooutcr8@yoyo.com.co"
"361","STOP BUGA  CALLE 7","MAGDALENA GARCIA","13","3113401904","stopcalle7@stop.com.co"
"362","STOP PALMIRA  PASARELA","ALEXANDRA GIRALDO ","4","3216428263","stoppalmirapasarela@stop.com.co"
"363","STOP  PALMIRA  CALLE  30 ","ALEXANDRA GIRALDO ","4","3113399762","stopcalle30@stop.com.co"
"364","STOP  TULÚA  2","MAGDALENA GARCIA","13","3218310202","stoptulua2@stop.com.co"
"365","STOP  TULÚA  1","MAGDALENA GARCIA","13","3128613519","stoptulua1@stop.com.co"
"366","STOP SEVILLA ","MAGDALENA GARCIA","5","3116139033","stopsevilla@stop.com.co"
"368","STOP  CALI  COSMOCENTRO","ALEXANDRA GIRALDO ","4","3207971725","stopcosmocentro@stop.com.co"
"370","STOP CALI   PASARELLA","ALEXANDRA GIRALDO ","4","3104396245","stopcalipasarela@stop.com.co"
"371","STOP CALI   CALIMA","ALEXANDRA GIRALDO ","4","3206488304","stopcalima@stop.com.co"
"372","STOP  CALI   UNICENTRO","ALEXANDRA GIRALDO ","4","3176689705","stopcaliunicentro@stop.com.co"
"373","STOP  CALI  CALLE  13","ALEXANDRA GIRALDO ","4","3206521224","stopoutcalle13@stop.com.co"
"374","STOP  CALI   SURAMERICANA","ALEXANDRA GIRALDO ","4","3176381771","stopsuramericana@stop.com.co"
"375","STOP  CALI  CHIPICHAPE","ALEXANDRA GIRALDO ","4","3173677750","stopchipichape@stop.com.co"
"382","STOP SANTA MARTA  PLAZUELA 23","JANETH PALMERA","14","3113415897-3103721252","stopplazuela23@stop.com.co"
"383","STOP CARTAGENA  LA PLAZUELA","GLORIA GÓMEZ ","6","3206478230","stoplaplazuela@stop.com.co"
"384","STOP CARTAGENA  LOS EJECUTIVOS","GLORIA GÓMEZ ","6","3113419932","stoplosejecutivos@stop.com.co"
"387","STOP CARTAGENA  LA CASTELLANA ","GLORIA GÓMEZ ","6","3113405519","stoplacastellana@stop.com.co"
"389","STOP IBAGUÉ  COMBEIMA","HELLEN LOZANO","8","3206471920","stopcombeima@stop.com.co"
"391","STOP IBAGUÉ  CRA. 3a.","HELLEN LOZANO","8","3113406942","stopcarrera3@stop.com.co"
"392","STOP BARRANQUILLA  CALLE 72","GLORIA GÓMEZ ","6","3147744187","stopcalle72@stop.com.co"
"395","YOYO OUTLET CARTAGENA  LOS EJECUTIVOS ","GLORIA GÓMEZ ","6","3104396204","yoyooutejecutivos@yoyo.com.co"
"397","YOYO  IBAGUÉ  CRA. 3a.     ","HELLEN LOZANO","8","3174313641","yoyocarrera3@yoyo.com.co"
"704","YOYO OUTLET CALDAS ","YENY BUSTAMANTE ","1","3113765312","yoyooutcaldas@yoyo.com.co"
"706","STOP ITAGÜÍ","YENY BUSTAMANTE ","1","3176394320","stopitagui@stop.com.co"
"711","YOYO COPACABANA ","LUZ ESTELLA OSPINA ","10","3147968374","yoyocopacabana@yoyo.com.co"
"712","YOYO MED  JUNÍN MARACAIBO","LUZ ESTELLA TIRADO ","2","3147964507","yoyojuninmaracaibo@yoyo.com.co"
"713","STOP RIONEGRO  SAN NICOLÁS","ESTELLA OSPINA ","10","3176392813","stopsannicolas@stop.com.co"
"714","YOYO OUTLET RIONEGRO ","ESTELLA OSPINA ","10","3104397273","yoyooutrionegro@yoyo.com.co"
"716","STOP MEDELLÍN PREMIUM PLAZA","LUZ ESTELLA TIRADO ","2","3147743489","stoppremiumplaza@stop.com.co"
"717","YOYO MEDELLÍN PREMIUM PLAZA","LUZ ESTELLA TIRADO ","2","3234835653","yoyopremiumplaza@yoyo.com.co"
"718","STOP ARMENIA  UNICENTRO","MAGDALENA GARCIA","5","3206483247","stoparmeniaunicentro@stop.com.co"
"719","YOYO ARMENIA   UNICENTRO","MAGDALENA GARCIA","5","3206485789","yoyoarmeniaunicentro@yoyo.com.co"
"720","YOYO CÚCUTA  CALLE  10","SANDRA TARAZONA ","15","3104396201","yoyocalle10@yoyo.com.co"
"723","STOP  PAMPLONA CRA. SEXTA","SANDRA TARAZONA ","15","3156777619","stopcarrera6@stop.com.co"
"725","YOYO BARRANQUILLA PANORAMA","GLORIA GÓMEZ ","6","3104394061","yoyopanorama@yoyo.com.co"
"726","YOYO PEREIRA  UNICENTRO","GLORIA PATIÑO ","3","3116178432","yoyopereiraunicentro@yoyo.com.co"
"727","STOP DOSQUEBRADAS EL PROGRESO","GLORIA PATIÑO ","3","3206459232","stopelprogreso@stop.com.co"
"728","STOP MANIZALES CABLE PLAZA","MAYRA ALEJANDRA GALLEGO","12","3206521899","stopcableplaza@stop.com.co"
"729","YOYO DOSQUEBRADAS EL PROGRESO","GLORIA PATIÑO ","3","3206459258","yoyoelprogreso@yoyo.com.co"
"730","STOP  MEDELLÍN  FLORIDA","LUZ ESTELLA OSPINA ","10","3108235986","stopmedellinflorida@stop.com.co"
"732","YOYO  MEDELLÍN  FLORIDA","LUZ ESTELLA OSPINA ","10","310 8971657","yoyomedellinflorida@yoyo.com.co"
"733","YOYO  PAMPLONA CRA. SEXTA","SANDRA TARAZONA ","15","3147006486","yoyocarrera6@yoyo.com.co"
"736","YOYO  CALI   CALIMA ","ALEXANDRA GIRALDO ","4","3158923562","yoyocalima@yoyo.com.co"
"737","YOYO LA CEJA","ESTELLA OSPINA ","10","3147006496","yoyolaceja@yoyo.com.co"
"738","STOP SOLEDAD GRAN PLAZA DEL SOL","GLORIA GÓMEZ ","6","3104397256","stopsoledadplazasol@stop.com.co"
"739","YOYO OUTLET PALMIRA  PASARELA","ALEXANDRA GIRALDO ","4","3206487067","yoyooutpasarela@yoyo.com.co"
"740","YOYO  CALI  UNICENTRO","ALEXANDRA GIRALDO ","4","3104394085","yoyocaliunicentro@yoyo.com.co"
"743","STOP PEREIRA VICTORIA PLAZA","GLORIA PATIÑO ","3","3147006461","stopvictoriaplaza@stop.com.co"
"744","STOP PEREIRA UNICENTRO","GLORIA PATIÑO ","3","3147006454","stoppereiraunicentro@stop.com.co"
"745","YOYO PEREIRA PEREIRA PLAZA","GLORIA PATIÑO ","3","3147006498","yoyopereiraplaza@yoyo.com.co"
"746","YOYO OUTLET ITAGUÍ","YENY BUSTAMANTE ","1","3234835654","yoyoitagui@yoyo.com.co"
"747","STOP GIRARDOTA","LUZ ESTELLA OSPINA ","10","3108447246","stopgirardota@stop.com.co"
"748","STOP PALMIRA UNICENTRO","ALEXANDRA GIRALDO ","4","3106030486","stoppalmiraunicentro@stop.com.co"
"749","YOYO PALMIRA UNICENTRO","ALEXANDRA GIRALDO ","4","3113766284","yoyopalmiraunicentro@yoyo.com.co"
"750","YOYO BELLO BELLO CENTRO","LUZ ESTELLA OSPINA ","10","3113767464","yoyobellocentro@yoyo.com.co"
"752","YOYO ANSERMA ","MAYRA ALEJANDRA GALLEGO","12","3152584660","yoyoanserma@yoyo.com.co"
"754","YOYO QUIMBAYA ","GLORIA PATIÑO ","3","3152636732","yoyoquimbaya@yoyo.com.co"
"755","YOYO CALARCÁ ","MAGDALENA GARCIA","5","3153257064","yoyocalarca@yoyo.com.co"
"757","YOYO GIRARDOTA","LUZ ESTELLA OSPINA ","10","3113768172","yoyogirardota@yoyo.com.co"
"758","STOP OUTLET MEDELLIN UNICENTRO","LUZ ESTELLA OSPINA ","10","3106426907","stopoutunicentro@stop.com.co"
"760","STOP MEDELLIN AVENTURA","LUZ ESTELLA TIRADO ","2","3108416805","stopaventura@stop.com.co"
"761","YOYO MEDELLÍN AVENTURA ","LUZ ESTELLA TIRADO ","2","3108429614","yoyoaventura@yoyo.com.co"
"762","STOP PLANETA RICA","DIANA HERNÁNDEZ","9","3147006468","stopplanetarica@stop.com.co"
"763","YOYO PLANETA RICA","DIANA HERNÁNDEZ","9","3234835656","yoyoplanetarica@yoyo.com.co"
"764","STOP RIOHACHA VIVA WAJIIRA","JANETH PALMERA","14","3113769808","stopvivawajira@stop.com.co"
"765","YOYO  RIOHACHA VIVA WAJIIRA","JANETH PALMERA","14","3113769854","yoyovivawajira@yoyo.com.co"
"767","STOP MEDELLIN MARACAIBO","LUZ ESTELLA TIRADO ","2","3104458256","stopmaracaibo@stop.com.co"
"768","STOP CÚCUTA CALLE 11","SANDRA TARAZONA ","15","3104039731","stopcalle11@stop.com.co"
"769","STOP MONTERÍA ALAMEDAS ","DIANA HERNÁNDEZ","9","3113774650","stopalamedas@stop.com.co"
"770","YOYO MONTERÍA ALAMEDAS","DIANA HERNÁNDEZ","9","3113776320","yoyoalamedas@yoyo.com.co"
"772","YOYO ITAGUÍ CNCM","YENY BUSTAMANTE ","1","3234835655","yoyoitaguicncm@yoyo.com.co"
"773","STOP SUPÍA ","MAYRA ALEJANDRA GALLEGO","12","3106428988","stopsupia@stop.com.co"
"774","STOP GIRARDOT UNICENTRO","HELLEN LOZANO","8","3104479965","stopgirardotunicent@stop.com.co"
"775","YOYO GIRARDOT UNICENTRO","HELLEN LOZANO","8","3113195667","yoyogirardotunicentro@yoyo.com.co"
"778","STOP BUCARAMANGA  MEGA MALL","ALEIDACASTAÑO ","7","3166900505","stopmegamall@stop.com.co"
"779","YOYO BUCARAMANGA ACRÓPOLIS","ALEIDACASTAÑO ","7","3113609032","yoyoacropolis@yoyo.com.co"
"781","YOYO BUCARAMANGA  4TA ETAPA","ALEIDACASTAÑO ","7","3157631589","yoyocuartaetapa@yoyo.com.co"
"782","STOP CAUCASIA CRA 20","DIANA HERNÁNDEZ","9","3103749716","stopcaucasia@stop.com.co"
"783","YOYO CAUCASIA CRA 20","DIANA HERNÁNDEZ","9","3103749716","yoyocaucasia@yoyo.com.co"
"784","STOP CÚCUTA  AVDA CUARTA","SANDRA TARAZONA ","15","3207042769","stopavenidacuarta@stop.com.co"
"786","STOP FLORIDABLANCA LA FLORIDA","ALEIDACASTAÑO ","7","3104039732","stopfloridablanca@stop.com.co"
"788","STOP BUCARAMANGA 3RA ETAPA","ALEIDACASTAÑO ","7","3104133466","stopterceraetapa@stop.com.co"
"789","STOP GIRARDOT CALLE 14","HELLEN LOZANO","8","3108971654","stopcalle14@stop.com.co"
"790","YOYO GIRARDOT CALLE 14","HELLEN LOZANO","8","3176427773","yoyocalle14@yoyo.com.co"
"793","STOP BARRANCABERMEJA CRA 8a","ALEIDACASTAÑO ","7","3104394074","stopbarrancabermeja@stop.com.co"
"794","YOYO BARRANCABERMEJA  CRA 8A","ALEIDACASTAÑO ","7","3113608364","yoyobarrancabermeja@yoyo.com.co"
"801","STOP BARRANCABERMEJA SAN SILVESTRE","ALEIDACASTAÑO ","7","3104039733","stopsansilvestre@stop.com.co"
"802","YOYO BARRANCABERMEJA SAN SILVESTRE","ALEIDACASTAÑO ","7","3104470419","yoyosansilvestre@yoyo.com.co"
"803","STOP NEIVA SANTA LUCIA","SANDRA OTALVARO","16","3104056374","stopsantalucia@stop.com.co"
"804","YOYO NEIVA SANTA LUCIA PLAZA","SANDRA OTALVARO","16","3104055299","yoyosantalucia@yoyo.com.co"
"805","STOP PIEDECUESTA  DE LA CUESTA","ALEIDACASTAÑO ","7","3145877620","stopdelacuesta@stop.com.co"
"806","YOYO PIEDECUESTA DELACUESTA","ALEIDACASTAÑO ","7","3145877619","yoyodelacuesta@yoyo.com.co"
"807","STOP SABANETA MAYORCA","YENY BUSTAMANTE ","1","3145905179","stopmayorca@stop.com.co"
"808","YOYO SABANETA MAYORCA","YENY BUSTAMANTE ","1","3145905202","yoyomayorca@yoyo.com.co"
"809","STOP MANIZALES FUNDADORES","MAYRA ALEJANDRA GALLEGO","12","3127669503","stopfundadores@stop.com.co"
"810","STOP IBAGUÉ LA ESTACIÓN ","HELLEN LOZANO","8","3104056416","stoplaestacion@stop.com.co"
"811","YOYO IBAGUÉ LA ESTACIÓN","HELLEN LOZANO","8","3104055285","yoyolaestacion@yoyo.com.co"
"812","STOP LA CEJA VIVA LA CEJA","ESTELLA OSPINA ","10","3106426939","stopvivalaceja@stop.com.co"
"813","YOYO LA CEJA VIVA LA CEJA","ESTELLA OSPINA ","10","3235675187","yoyovivalaceja@yoyo.com.co"
"815","STOP NEIVA UNICENTRO","SANDRA OTALVARO","16","3145927440","stopneivaunicentro@stop.com.co"
"816","YOYO NEIVA UNICENTRO","SANDRA OTALVARO","16","3147706991","yoyoneivaunicentro@yoyo.com.co"
"819","YOYO CIUDAD BOLIVAR ","YENY BUSTAMANTE ","1","3235676492","yoyociudadbolivar@yoyo.com.co"
"822","YOYO MEDELLIN EL PASO","LUZ ESTELLA TIRADO ","2","3117459270","yoyoelpaso@yoyo.com.co"
"823","YOYO NEIVA CRA 5TA","SANDRA OTALVARO","16","3103742567","yoyoneivacr5@yoyo.com.co"
"825","STOP APARTADÓ PLAZA DEL RÍO","DIANA HERNÁNDEZ","9","3104491993","stopplazadelrio@stop.com.co"
"826","STOP APARTADÓ NUESTRO URABÁ","DIANA HERNÁNDEZ","9","3104485566","stopnuestrouraba@stop.com.co"
"831","STOP SOLEDAD NUESTRO ATLÁNTICO ","GLORIA GÓMEZ ","6","3145927439","stopnuestroatlantico@stop.com.co"
"832","YOYO SOLEDAD NUESTRO ATLÁNTICO  ","GLORIA GÓMEZ ","6","3147708033","yoyonuestroatlantico@yoyo.com.co"
"833","YOYO APARTADÓ PLAZA DEL RÍO","DIANA HERNÁNDEZ","9","3104482417","yoyoplazadelrio@yoyo.com.co"
"834","YOYO APARTADÓ LO NUESTRO URABÁ","DIANA HERNÁNDEZ","9","3104482384","yoyonuestrouraba@yoyo.com.co"
"835","STOP CARTAGO NUESTRO CARTAGO","GLORIA PATIÑO ","13","3102018805","stopnuestrocartago@stop.com.co"
"836","YOYO CARTAGO NUESTRO CARTAGO","GLORIA PATIÑO ","13","3102018858","yoyonuestrocartago@yoyo.com.co"
"837","STOP PITALITO GRAN PLAZA SAN ANTONIO","SANDRA OTALVARO","16","3223986086","stopplazasanantonio@stop.com.co"
"838","YOYO PITALITO GRAN PLAZA SAN ANTONIO","SANDRA OTALVARO","16","3223986081","yoyoplazasanantonio@yoyo.com.co"
"841","STOP MONTERÍA  NUESTRO MONTERIA (Of G-9)","DIANA HERNÁNDEZ","9","3117347518","stopnuestromonteria@stop.com.co"
"842","YOYO MONTERÍA NUESTRO MONTERIA","DIANA HERNÁNDEZ","9","3117316649","yoyonuestromonteria@yoyo.com.co"
